Общее,,,,,,,,Пласт,,,,,Режим,,,,,,,,,,,Даты,,Потенциал,,,Жидкость,,,,,,Месяц,,,,Насос,,,,,,,Скважина,,,Пакер,,,Давление,,,,,,Дополнительно
,Номер скважины,Куст,Дата,Состояние,СЭ,Рентабельность,,Пласт,Hвд,Удл.,H пер.,Н эфф.,Qн,Qж,%,Р(заб),Pпл,KH,Кпр,Kпрон,Скин-фактор,Rc,H дин,Пуски,Остановки,Qн,Qж,Qж (Д),Газовый фактор,Вязкость,Плотность нефти,Коб,Вязкость жидкости,Плотность воды,Нефть,Жидкость,Т раб,Т нак,Дата,Насос,Произв-ть,Hспуск,Напор,Гц,Текущие,Dэ/к,Dнкт,Dшт,Дата,Пакер,Hпак,Рбуф,Р лин.,Р затр.,Рприем,Н стат,Рзатр при Нстат,Примечание
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","110,2","134,4","3,5","147,1","171,0","975,8","5,99","64,2","0,0",250,,12/23/2016,12/3/2016,286,349,349,756,"1,05","0,850","1,176","1,06","1,005",3417,4166,744,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"91,0","28,0","124,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4134G,КУСТ-7,нояб..2017,РАБ.,ЭЦН,Да,,НП4,2297,"399,8","803,3","18,5","584,8","695,0","1,0","136,6","182,0","2936,8","18,20","3,7","0,0",250,,9/25/2017,,1006,1196,1196,259,"1,05","0,850","1,176","1,05","1,005",17399,20676,714,,25/09/2017 2:00:01,DN4300-1500,,35,,,"31,0","157,2",73,,,,,"37,0","35,0","75,0","131,0",0,"0,000",
Добывающая,4108G,КУСТ-6,,РАБ.,ФОН,Да,,НП4,2554,"664,2","1028,1","12,0","230,6","274,0","1,0","166,3","178,0","3890,8","24,12","3,8","0,0",250,,8/11/2017,8/10/2017,1277,1517,1517,208,"1,05","0,850","1,176","1,05","1,005",6917,8220,720,,11/08/2017 11:41:00,Воронка,,,,,,"157,2",73,18,,,,"59,0","33,0","137,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","327,4","394,0","2,3","102,6","172,0","1117,4","6,89","0,9","0,0",250,,4/12/2017,4/9/2017,337,405,405,438,"1,05","0,850","1,176","1,06","1,005",9807,11804,719,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"49,0","157,2",89,,,,,"37,0","23,0","52,0","94,0",0,"0,000",
Добывающая,4055G,,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","327,4","394,0","2,3","102,6","172,0","1117,4","6,89","0,9","0,0",250,,4/12/2017,4/9/2017,337,405,405,438,"1,05","0,850","1,176","1,06","1,005",9807,11804,719,,,,,,,,"49,0","157,2",89,,,,,"37,0","23,0","52,0","94,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","320,6","381,0","1,0","125,1","168,0","1587,0","9,84","2,1","0,0",250,,10/26/2017,10/1/2017,462,549,549,790,"1,05","0,850","1,176","1,05","1,005",2779,3302,208,,26/10/2017 2:00:01,S8000N-750,,51,,,"38,0","157,2",73,,,,,"33,0","26,5","70,0","112,4",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"159,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"159,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"159,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","112,6","138,4","4,3","144,8","171,0","923,0","5,65","60,7","0,0",250,,12/23/2016,12/3/2016,268,329,329,753,"1,05","0,850","1,176","1,07","1,005",3379,4152,720,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"90,0","27,0","124,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4134G,КУСТ-7,окт..2017,РАБ.,ЭЦН,Да,,НП4,2297,"399,8","803,3","18,5","696,8","828,0","1,0","146,0","182,0","4455,1","27,62","5,5","0,0",250,,9/25/2017,,1388,1814,1650,190,"1,05","0,850","1,176","1,05","1,005",21600,25668,744,,25/09/2017 2:00:01,DN4300-1500,,35,,,"31,0","157,2",73,,,,,"41,0","36,0","61,0","141,0",0,"0,000",
Добывающая,4108G,КУСТ-6,,РАБ.,ФОН,Да,,НП4,2554,"664,2","1028,1","12,0","176,7","210,0","1,0","166,3","179,0","2753,7","17,07","2,7","0,0",250,,8/11/2017,8/10/2017,914,1086,1086,147,"1,05","0,850","1,176","1,05","1,005",5478,6510,744,,11/08/2017 11:41:00,Воронка,,,,,,"157,2",73,18,,,,"48,0","35,0","137,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","333,0","407,0","3,8","104,4","174,0","1142,8","7,01","1,0","0,0",250,,4/12/2017,4/9/2017,346,423,423,442,"1,05","0,850","1,176","1,06","1,005",10322,12617,744,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"49,0","157,2",89,,,,,"28,0","21,0","52,0","95,0",0,"0,000",
Добывающая,4055G,,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","333,0","407,0","3,8","104,4","174,0","1142,8","7,01","1,0","0,0",250,,4/12/2017,4/9/2017,346,423,423,442,"1,05","0,850","1,176","1,06","1,005",10322,12617,744,,,,,,,,"49,0","157,2",89,,,,,"28,0","21,0","52,0","95,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,ОСТ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","302,1","359,0","1,0","132,4","169,0","1400,2","8,68","1,8","0,0",250,,2/2/2016,10/1/2017,413,491,491,866,"1,05","0,850","1,176","1,05","1,005",,,,,2/2/2016,S8000N-750,,52,,,"38,5","157,2",73,,,,,"29,0","26,0","74,0","110,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"160,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"160,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"160,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","167,1","208,0","5,5","146,0","171,0","1455,9","8,87","95,8","0,0",250,,12/23/2016,12/3/2016,416,518,518,695,"1,05","0,850","1,176","1,07","1,005",5179,6448,744,,12/23/2016,Воронка,,,,,,"124,0",73,15,,,,"75,0","18,0","115,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4108G,КУСТ-6,сент..2017,РАБ.,ФОН,Да,,НП4,2613,"720,8","796,8","11,6","188,5","224,0","1,0","168,7","179,0","3615,2","22,41","4,5","0,0",250,,8/11/2017,8/10/2017,,,,115,"1,05","0,850","1,176","1,05","1,005",5655,6720,720,,11/08/2017 11:41:00,,,,,,,"157,2",73,18,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","350,4","425,0","3,0","105,2","174,0","1200,7","7,39","1,0","0,0",250,,4/12/2017,4/9/2017,367,445,445,414,"1,05","0,850","1,176","1,06","1,005",10512,12750,720,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"49,0","157,2",89,,,,,"30,0","24,0","50,0","95,7",0,"0,000",
Добывающая,4055G,,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","350,4","425,0","3,0","105,2","174,0","1200,7","7,39","1,0","0,0",250,,4/12/2017,4/9/2017,367,445,445,414,"1,05","0,850","1,176","1,06","1,005",10512,12750,720,,,,,,,,"49,0","157,2",89,,,,,"30,0","24,0","50,0","95,7",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","310,5","369,0","1,0","122,5","169,0","1408,6","8,73","1,9","0,0",250,,2/2/2016,1/22/2016,416,494,494,801,"1,05","0,850","1,176","1,05","1,005",9315,11070,720,,2/2/2016,S8000N-750,,52,,,"38,6","157,2",73,,,,,"29,0","22,0","74,0","108,8",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,7",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"161,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"161,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"161,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","112,5","140,8","6,0","146,0","171,0","987,1","6,01","64,9","0,0",250,,12/23/2016,12/3/2016,280,351,351,725,"1,05","0,850","1,176","1,07","1,005",3375,4224,720,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"94,0","22,0","125,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"178,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4108G,КУСТ-6,авг..2017,РАБ.,ФОН,Да,,НП4,2613,"720,8","796,8","11,6","168,3","200,0","1,0","169,9","179,0","3613,8","22,40","4,5","0,0",250,,8/11/2017,8/10/2017,1199,1425,1425,118,"1,05","0,850","1,176","1,05","1,005",5042,5992,719,,11/08/2017 11:41:00,,,,,,,"157,2",73,18,,,,"43,0","39,0","141,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","381,4","459,0","2,3","105,7","174,0","1295,7","7,99","1,1","0,0",250,,4/12/2017,4/9/2017,400,481,481,376,"1,05","0,850","1,176","1,06","1,005",11823,14229,744,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"50,0","157,2",89,,,,,"35,0","30,0","54,0","95,8",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","378,7","450,0","1,0","118,9","169,0","1665,3","10,32","2,2","0,0",250,,2/2/2016,1/22/2016,491,584,584,601,"1,05","0,850","1,176","1,05","1,005",11739,13950,744,,2/2/2016,S8000N-750,,52,,,"38,6","157,2",73,,,,,"30,0","25,8","74,0","107,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"160,0",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"160,0",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"160,0",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","114,8","144,8","6,8","147,4","171,0","1075,1","6,52","70,7","0,0",250,,12/23/2016,12/3/2016,302,381,381,677,"1,05","0,850","1,176","1,08","1,005",3558,4489,744,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"95,0","27,5","126,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"179,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"179,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"179,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4108G,КУСТ-6,июл..2017,РАБ.,ФОН,Да,,НП4,2613,"719,8","796,8","11,6","212,9","253,0","1,0","173,9","184,5","3964,8","24,58","5,0","0,0",250,,6/7/2017,,1388,1657,1650,89,"1,05","0,850","1,176","1,05","1,005",6254,7432,705,,07/06/2017 2:00:01,,,,,,,"157,2",73,18,,,,"44,0","36,0","144,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","415,1","497,0","1,8","104,6","177,0","1354,9","8,38","1,1","0,0",250,,4/12/2017,4/9/2017,436,522,522,310,"1,05","0,850","1,176","1,06","1,005",12867,15407,744,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"48,2","157,2",89,,,,,"34,0","29,0","50,0","96,1",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","338,3","402,0","1,0","122,8","172,0","1496,5","9,28","2,0","0,0",250,,2/2/2016,1/22/2016,458,544,544,695,"1,05","0,850","1,176","1,05","1,005",10430,12395,740,,2/2/2016,S8000N-750,,51,,,"38,4","157,2",73,,,,,"30,0","24,0","75,0","110,5",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","114,8","144,8","6,8","145,0","171,0","980,7","5,95","64,5","0,0",250,,12/23/2016,12/3/2016,276,348,348,643,"1,05","0,850","1,176","1,08","1,005",3558,4489,744,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"91,0","23,0","125,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"173,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"173,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"173,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4108G,КУСТ-6,июн..2017,РАБ.,ФОН,Да,,НП4,2613,"719,8","796,8","11,6","223,2","267,0","1,7","173,9","184,5","4193,9","25,93","5,3","0,0",250,,6/7/2017,,1379,1750,1650,89,"1,05","0,850","1,176","1,06","1,005",6695,8010,720,,07/06/2017 2:00:01,,,,,,,"157,2",73,18,,,,"47,0","34,0","17,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","476,5","572,0","2,0","103,5","177,0","1509,2","9,32","1,3","0,0",250,,4/12/2017,4/9/2017,484,581,581,267,"1,05","0,850","1,176","1,06","1,005",14294,17160,720,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"51,0","157,2",89,,,,,"34,0","28,0","50,0","93,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","358,9","426,5","1,0","126,8","172,0","1723,6","10,68","2,3","0,0",250,,2/2/2016,1/22/2016,528,627,627,710,"1,05","0,850","1,176","1,05","1,005",10767,12795,720,,2/2/2016,S8000N-750,,52,,,"38,3","157,2",73,,,,,"32,5","26,5","76,0","115,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","119,2","151,2","7,3","136,7","171,0","793,4","4,80","52,2","0,0",250,,12/23/2016,12/3/2016,222,281,281,583,"1,05","0,850","1,176","1,08","1,005",3576,4536,720,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"78,0","27,0","120,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"177,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"177,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"177,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,мая.2017,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","507,4","603,0","1,0","103,1","178,0","1602,3","9,93","1,4","0,0",250,,4/12/2017,4/9/2017,526,625,625,236,"1,05","0,850","1,176","1,05","1,005",15688,18643,742,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"52,0","157,2",89,,,,,"43,0","37,0","44,0","95,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","355,5","422,5","1,0","130,2","181,0","1575,7","9,77","2,1","0,0",250,,2/2/2016,1/22/2016,534,635,635,722,"1,05","0,850","1,176","1,05","1,005",10962,13027,740,,2/2/2016,S8000N-750,,52,,,"38,5","157,2",73,,,,,"38,0","35,0","80,0","120,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,,"15,2","11,8","187,7","240,0","8,0","139,2","181,0","1051,7","6,35","69,2","0,0",250,,12/23/2016,12/3/2016,326,417,417,550,"1,05","0,850","1,176","1,08","1,005",5349,6840,684,,12/23/2016,Воронка,,,,,,"124,0",73,15,,,,"73,0","37,0","119,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"183,0",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"183,0",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"183,0",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,апр..2017,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","586,5","697,0","1,0","107,5","178,0","1959,7","12,15","1,7","0,0",250,,4/12/2017,4/9/2017,643,764,764,166,"1,05","0,850","1,176","1,05","1,005",15690,18645,642,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"51,7","157,2",89,,,,,"43,0","38,0","41,0","100,1",0,"0,000",
