Общее,,,,,,,,Пласт,,,,,Режим,,,,,,,,,,,Даты,,Потенциал,,,Жидкость,,,,,,Месяц,,,,Насос,,,,,,,Скважина,,,Пакер,,,Давление,,,,,,Дополнительно
,Номер скважины,Куст,Дата,Состояние,СЭ,Рентабельность,,Пласт,Hвд,Удл.,H пер.,Н эфф.,Qн,Qж,%,Р(заб),Pпл,KH,Кпр,Kпрон,Скин-фактор,Rc,H дин,Пуски,Остановки,Qн,Qж,Qж (Д),Газовый фактор,Вязкость,Плотность нефти,Коб,Вязкость жидкости,Плотность воды,Нефть,Жидкость,Т раб,Т нак,Дата,Насос,Произв-ть,Hспуск,Напор,Гц,Текущие,Dэ/к,Dнкт,Dшт,Дата,Пакер,Hпак,Рбуф,Р лин.,Р затр.,Рприем,Н стат,Рзатр при Нстат,Примечание
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"0,2","15,2","11,8","39,4","46,8","1,0","124,9","149,5","331,2","2,05","21,8","0,0",250,,1/28/2020,1/10/2020,39,47,47,1886,"1,05","0,850","1,176","1,05","1,005",1181,1404,720,,28/01/2020 2:00:01,фонтанный лифт,,,,,,"124,0",73,8,,,,"92,0","29,5","108,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,мая.2020,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","141,8","188,0","11,3","109,5","140,5","1118,1","6,67","0,9","0,0",250,,8/18/2019,8/6/2019,142,188,188,1681,"1,05","0,850","1,176","1,10","1,005",4396,5828,744,,18/08/2019 2:00:00,,,,,,,"157,2",89,12,,,,"66,0","38,2","98,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ФОН,Да,,НП4,2308,"416,2","760,0","24,0","168,3","202,0","2,0","126,0","144,0","1891,1","11,68","2,5","0,0",250,,3/14/2020,2/29/2020,168,202,202,1826,"1,05","0,850","1,176","1,06","1,005",5216,6262,744,,14/03/2020 2:00:00,Фонтанный лифт с ТМСП,,,,,,"157,2",73,12,,,,"52,0","38,6","100,0","121,1",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"0,2","15,2","11,8","44,7","53,1","1,0","124,9","149,5","375,8","2,33","24,7","0,0",250,,1/28/2020,1/10/2020,45,53,53,1606,"1,05","0,850","1,176","1,05","1,005",1385,1646,744,,28/01/2020 2:00:01,фонтанный лифт,,,,,,"124,0",73,8,,,,"94,0","26,0","106,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,апр..2020,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","149,9","196,0","10,0","109,5","140,5","1160,8","6,95","1,0","0,0",250,,8/18/2019,8/6/2019,150,196,196,1684,"1,05","0,850","1,176","1,09","1,005",4498,5880,720,,18/08/2019 2:00:00,,,,,,,"157,2",89,15,,,,"61,0","37,0","95,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ФОН,Да,,НП4,2308,"416,2","760,0","24,0","165,7","201,0","3,0","125,2","144,0","1771,3","10,90","2,3","0,0",250,,3/14/2020,2/29/2020,166,201,201,1731,"1,05","0,850","1,176","1,06","1,005",4972,6030,720,,14/03/2020 2:00:00,Фонтанный лифт с ТМСП,,,,,,"157,2",73,12,,,,"51,0","41,1","100,0","119,7",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"0,2","15,2","11,8","43,9","52,2","1,0","124,7","149,5","366,6","2,27","24,1","0,0",250,,1/28/2020,1/10/2020,44,52,52,1622,"1,05","0,850","1,176","1,05","1,005",1318,1566,720,,28/01/2020 2:00:01,фонтанный лифт,,,,,,"124,0",73,8,,,,"91,0","29,0","106,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,мар..2020,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","155,8","195,0","6,0","106,8","140,5","1058,6","6,44","0,9","0,0",250,,8/18/2019,8/6/2019,156,195,195,1630,"1,05","0,850","1,176","1,07","1,005",4830,6045,744,,18/08/2019 2:00:00,,,,,,,"157,2",89,15,,,,"58,0","32,9","92,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ФОН,Да,,НП4,2308,"416,2","760,0","24,0","164,6","206,0","6,0","121,7","144,0","1580,4","9,61","2,1","0,0",250,,3/14/2020,2/29/2020,165,206,206,1350,"1,05","0,850","1,176","1,07","1,005",2963,3708,432,,14/03/2020 2:00:00,Фонтанный лифт с ТМСП,,,,,,"157,2",73,,,,,"50,0","39,0","94,0","116,1",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"0,2","15,2","11,8","43,2","51,3","1,0","122,0","149,5","327,2","2,03","21,5","0,0",250,,1/28/2020,1/10/2020,43,51,51,1619,"1,05","0,850","1,176","1,05","1,005",1338,1590,744,,28/01/2020 2:00:01,фонтанный лифт,,,,,,"124,0",73,8,,,,"86,0","20,0","98,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,февр..2020,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","150,2","188,0","6,0","106,8","140,5","1020,6","6,21","0,9","0,0",250,,8/18/2019,8/6/2019,157,197,197,1718,"1,05","0,850","1,176","1,07","1,005",4356,5452,696,,18/08/2019 2:00:00,,,,,,,"157,2",89,15,,,,"55,0","32,0","90,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","173,3","208,0","2,0","121,7","144,0","1599,8","9,88","2,1","0,0",250,,8/28/2019,8/19/2019,218,261,261,1722,"1,05","0,850","1,176","1,06","1,005",5025,6032,696,,28/08/2019 0:00:01,316 MT-200,,43,,,"11,0","157,2",73,,,,,"46,0","41,2","98,0","116,6",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"167,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"167,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"167,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"0,2","15,2","11,8","47,0","55,8","1,0","122,0","149,5","355,9","2,21","23,4","0,0",250,,1/28/2020,1/10/2020,47,56,56,1471,"1,05","0,850","1,176","1,05","1,005",1362,1618,696,,28/01/2020 2:00:01,,,,,,,"124,0",73,8,,,,"84,0","29,0","93,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,Воронка,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,янв..2020,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","155,0","201,0","9,3","100,7","140,5","951,4","5,72","0,8","0,0",250,,8/18/2019,8/6/2019,155,201,201,1587,"1,05","0,850","1,176","1,09","1,005",4806,6231,744,,18/08/2019 2:00:00,фонтанный лифт,,,,,,"157,2",89,15,,,,"53,0","28,0","85,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"467,1","760,0","24,0","170,8","205,0","2,0","120,3","144,0","1496,1","9,24","2,0","0,0",250,,8/28/2019,8/19/2019,204,244,244,1723,"1,05","0,850","1,176","1,06","1,005",5294,6355,744,,28/08/2019 0:00:01,316 MT-200,,43,,,"11,0","157,2",73,,,,,"45,0","42,5","100,0","115,3",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,ОСТ.,ФОН,Да,,НП4,1857,"21,6","15,2","11,8","55,3","65,7","1,0","116,8","149,5","358,4","2,22","23,6","0,0",250,,12/23/2016,1/10/2020,55,66,66,1809,"1,05","0,850","1,176","1,05","1,005",498,591,216,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"85,0","30,0","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,дек..2019,РАБ.,ФОН,Да,,НП4,2841,"987,4","1186,7","13,5","197,1","252,0","8,0","96,0","140,5","1081,1","6,53","0,9","0,0",250,,8/18/2019,8/6/2019,197,252,252,1339,"1,05","0,850","1,176","1,08","1,005",6109,7812,744,,18/08/2019 2:00:00,фонтанный лифт,,,,,,"157,2",89,15,,,,"40,0","31,0","80,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"467,1","760,0","24,0","177,4","214,0","2,5","119,3","144,0","1512,1","9,32","2,0","0,0",250,,8/28/2019,8/19/2019,204,247,247,1697,"1,05","0,850","1,176","1,06","1,005",5498,6634,744,,28/08/2019 0:00:01,316 MT-200,,43,,,"11,0","157,2",73,,,,,"45,0","41,0","85,0","114,4",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,6",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"21,6","15,2","11,8","55,3","65,7","1,0","116,8","149,5","358,4","2,22","23,6","0,0",250,,12/23/2016,12/3/2016,55,66,66,1807,"1,05","0,850","1,176","1,05","1,005",1714,2037,744,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"86,0","29,5","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,нояб..2019,РАБ.,ФОН,Да,,НП4,2841,"987,4","1186,7","13,5","198,0","256,0","9,0","98,8","140,5","1164,6","7,00","1,0","0,0",250,,8/18/2019,8/6/2019,198,256,256,1288,"1,05","0,850","1,176","1,09","1,005",5940,7680,720,,18/08/2019 2:00:00,фонтанный лифт,,,,,,"157,2",89,,,,,"38,0","30,0","79,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"467,1","760,0","24,0","179,7","218,0","3,0",,"144,0","1462,4","9,00","1,9","0,0",250,,8/28/2019,8/19/2019,196,238,238,1608,"1,05","0,850","1,176","1,06","1,005",5392,6540,720,,28/08/2019 0:00:01,316 MT-200,,43,,,"11,0","157,2",73,,,,,"43,0","39,7","78,0","112,9",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,9",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,9",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,9",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"154,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"21,6","15,2","11,8","55,3","65,7","1,0","116,7","149,5","357,4","2,22","23,5","0,0",250,,12/23/2016,12/3/2016,55,66,66,1814,"1,05","0,850","1,176","1,05","1,005",1659,1971,720,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"85,0","29,0","96,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,окт..2019,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","189,0","243,0","8,5","93,7","140,5","1001,4","6,03","0,8","0,0",250,,8/18/2019,8/6/2019,189,243,243,1210,"1,05","0,850","1,176","1,08","1,005",5859,7533,744,,18/08/2019 2:00:00,фонтанный лифт,,,,,,"157,2",89,,,,,"42,0","26,8","80,0","0,0",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","179,7","218,0","3,0","117,6","144,0","1437,4","8,84","1,9","0,0",250,,8/28/2019,8/19/2019,193,234,234,1608,"1,05","0,850","1,176","1,06","1,005",5572,6758,744,,28/08/2019 0:00:01,316 MT-200,,43,,,"11,0","157,2",73,,,,,"46,0","39,0","96,0","112,4",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"168,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"168,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"168,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,8",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"153,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"153,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"153,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"0,2","15,2","11,8","56,0","66,6","1,0","116,5","149,5","360,3","2,23","23,7","0,0",250,,12/23/2016,12/3/2016,56,67,67,1759,"1,05","0,850","1,176","1,05","1,005",1737,2065,744,,12/23/2016,Воронка,,,,,,"124,0",73,10,,,,"85,0","29,0","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,сент..2019,РАБ.,ФОН,Да,,НП4,2841,"931,6","1186,7","13,5","179,8","235,0","10,0","100,6","156,0","829,3","4,97","0,7","0,0",250,,8/18/2019,8/6/2019,181,237,237,1181,"1,05","0,850","1,176","1,09","1,005",5393,7050,720,,18/08/2019 2:00:00,фонтанный лифт,,,,,,"157,2",89,,,,,"47,0","29,0","82,0","0,0",0,"0,000",
